"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Normal","Estonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","44.2",""
"Normal","Estonia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","33.4",""
"Normal","Estonia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","48.2",""
"Normal","Ireland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","37.5",""
"Normal","Ireland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","45.7",""
"Normal","Ireland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","36.3",""
"Normal","Ireland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","45.8",""
"Normal","Ireland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","36.7",""
"Normal","Ireland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","56.5",""
"Normal","Ireland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","24.6",""
"Normal","Ireland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","13.3",""
"Normal","Ireland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","31.7",""
"Normal","Ireland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","25.2",""
"Normal","Ireland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","35.0",""
"Normal","Ireland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","30.5",""
"Normal","Greece","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","30.4",""
"Normal","Greece","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","38.2",""
"Normal","Greece","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","35.8",""
"Normal","Greece","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","55.9",""
"Normal","Greece","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","37.7",""
"Normal","Greece","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","61.4",""
"Normal","Greece","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","32.2",""
"Normal","Greece","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","37.1",""
"Normal","Greece","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","36.4",""
"Normal","Greece","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.0",""
"Normal","Greece","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","32.6",""
"Normal","Greece","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","63.3",""
"Normal","Spain","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","35.5",""
"Normal","Spain","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","42.1",""
"Normal","Spain","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","43.6",""
"Normal","Spain","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","57.1",""
"Normal","Spain","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","45.7",""
"Normal","Spain","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","68.9",""
"Normal","Spain","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","33.3",""
"Normal","Spain","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","41.6",""
"Normal","Spain","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","41.5",""
"Normal","Spain","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","55.5",""
"Normal","Spain","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","45.6",""
"Normal","Spain","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","63.7",""
"Normal","France","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","42.5",""
"Normal","France","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","45.6",""
"Normal","France","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","43.9",""
"Normal","France","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","53.7",""
"Normal","France","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","54.5",""
"Normal","France","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","67.7",""
"Normal","France","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.2",""
"Normal","France","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","45.4",""
"Normal","France","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","53.0",""
"Normal","France","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","60.4",""
"Normal","France","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","52.4",""
"Normal","France","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","62.0",""
"Normal","Croatia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.4",""
"Normal","Croatia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","37.3",""
"Normal","Croatia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","29.7",""
"Normal","Croatia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","51.9",""
"Normal","Croatia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","36.1",""
"Normal","Croatia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","60.9",""
"Normal","Croatia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","29.7",""
"Normal","Croatia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","27.5",""
"Normal","Croatia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","25.2",""
"Normal","Croatia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","41.7",""
"Normal","Croatia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","33.3",""
"Normal","Croatia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","51.1",""
"Normal","Italy","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.1",""
"Normal","Italy","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","50.9",""
"Normal","Italy","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","49.0",""
"Normal","Italy","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","64.7",""
"Normal","Italy","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","52.1",""
"Normal","Italy","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","71.4",""
"Normal","Italy","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","39.7",""
"Normal","Italy","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","50.0",""
"Normal","Italy","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","47.6",""
"Normal","Italy","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","62.9",""
"Normal","Italy","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","51.3",""
"Normal","Italy","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","67.6",""
"Normal","Cyprus","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","42.4",""
"Normal","Cyprus","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","43.8",""
"Normal","Cyprus","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","44.5",""
"Normal","Cyprus","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","58.3",""
"Normal","Cyprus","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","37.5",""
"Normal","Cyprus","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","64.9",""
"Normal","Cyprus","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","40.5",""
"Normal","Cyprus","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","39.6",""
"Normal","Cyprus","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","42.3",""
"Normal","Cyprus","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","53.7",""
"Normal","Cyprus","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","40.0",""
"Normal","Cyprus","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","64.2",""
"Normal","Latvia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","51.1",""
"Normal","Latvia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","42.2",""
"Normal","Latvia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","40.0",""
"Normal","Latvia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","40.5",""
"Normal","Latvia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","37.9",""
"Normal","Latvia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","50.7",""
"Normal","Latvia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","54.2",""
"Normal","Latvia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","42.6",""
"Normal","Latvia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","39.0",""
"Normal","Latvia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","35.4",""
"Normal","Latvia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","32.5",""
"Normal","Latvia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","48.8",""
"Normal","Lithuania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","53.7",""
"Normal","Lithuania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","43.3",""
"Normal","Lithuania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","39.4",""
"Normal","Lithuania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","39.5",""
"Normal","Lithuania","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","44.8",""
"Normal","Lithuania","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","53.8",""
"Normal","Lithuania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","54.4",""
"Normal","Lithuania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","50.1",""
"Normal","Lithuania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","33.7",""
"Normal","Lithuania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","37.2",""
"Normal","Lithuania","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","44.2",""
"Normal","Lithuania","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","52.4",""
"Normal","Luxembourg","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","36.0",""
"Normal","Luxembourg","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","44.5",""
"Normal","Luxembourg","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","42.6",""
"Normal","Luxembourg","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","54.7",""
"Normal","Luxembourg","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","49.9",""
"Normal","Luxembourg","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","68.4",""
"Normal","Luxembourg","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","38.8",""
"Normal","Luxembourg","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","45.6",""
"Normal","Luxembourg","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","32.6",""
"Normal","Luxembourg","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.3",""
"Normal","Luxembourg","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","48.7",""
"Normal","Luxembourg","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","66.6",""
"Normal","Hungary","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","45.4",""
"Normal","Hungary","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","41.0",""
"Normal","Hungary","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","35.2",""
"Normal","Hungary","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","45.9",""
"Normal","Hungary","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","35.7",""
"Normal","Hungary","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","57.5",""
"Normal","Hungary","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","45.7",""
"Normal","Hungary","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","35.4",""
"Normal","Hungary","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","29.7",""
"Normal","Hungary","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","41.5",""
"Normal","Hungary","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","33.7",""
"Normal","Hungary","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","55.0",""
"Normal","Malta","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","30.0",""
"Normal","Malta","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","36.9",""
"Normal","Malta","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","35.2",""
"Normal","Malta","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","53.7",""
"Normal","Malta","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","39.4",""
"Normal","Malta","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","52.7",""
"Normal","Malta","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","23.8",""
"Normal","Malta","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","31.3",""
"Normal","Malta","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","35.7",""
"Normal","Malta","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","48.0",""
"Normal","Malta","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","32.8",""
"Normal","Malta","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","51.8",""
"Normal","Netherlands","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","47.1",""
"Normal","Netherlands","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","47.4",""
"Normal","Netherlands","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","43.3",""
"Normal","Netherlands","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","53.7",""
"Normal","Netherlands","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","51.9",""
"Normal","Netherlands","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","61.8",""
"Normal","Netherlands","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","39.6",""
"Normal","Netherlands","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","46.9",""
"Normal","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","43.5",""
"Normal","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","50.9",""
"Normal","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","51.9",""
"Normal","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","62.7",""
"Normal","Austria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","47.2",""
"Normal","Austria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","45.6",""
"Normal","Austria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","40.6",""
"Normal","Austria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","57.0",""
"Normal","Austria","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","47.7",""
"Normal","Austria","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","70.4",""
"Normal","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","39.2",""
"Normal","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","40.9",""
"Normal","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","36.3",""
"Normal","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.6",""
"Normal","Austria","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","43.6",""
"Normal","Austria","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","64.6",""
"Normal","Poland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","49.9",""
"Normal","Poland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","42.1",""
"Normal","Poland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","32.5",""
"Normal","Poland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.2",""
"Normal","Poland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","38.1",""
"Normal","Poland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","62.1",""
"Normal","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","48.3",""
"Normal","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","41.8",""
"Normal","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","29.2",""
"Normal","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","41.9",""
"Normal","Poland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","36.4",""
"Normal","Poland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","59.8",""
"Normal","Portugal","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","38.4",""
"Normal","Portugal","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","38.6",""
"Normal","Portugal","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","49.7",""
"Normal","Portugal","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","58.6",""
"Normal","Portugal","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","48.7",""
"Normal","Portugal","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","67.5",""
"Normal","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","33.4",""
"Normal","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","37.1",""
"Normal","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","43.2",""
"Normal","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","56.1",""
"Normal","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","52.1",""
"Normal","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","65.1",""
"Normal","Romania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","44.2",""
"Normal","Romania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","44.1",""
"Normal","Romania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","34.7",""
"Normal","Romania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","51.2",""
"Normal","Romania","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","40.9",""
"Normal","Romania","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","66.2",""
"Normal","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","45.4",""
"Normal","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","45.5",""
"Normal","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","30.7",""
"Normal","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.8",""
"Normal","Romania","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","36.4",""
"Normal","Romania","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","65.4",""
"Normal","Slovenia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","45.7",""
"Normal","Slovenia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","36.0",""
"Normal","Slovenia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","32.0",""
"Normal","Slovenia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.6",""
"Normal","Slovenia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","39.0",""
"Normal","Slovenia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","67.9",""
"Normal","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","42.2",""
"Normal","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","36.1",""
"Normal","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","24.7",""
"Normal","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","40.4",""
"Normal","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","36.0",""
"Normal","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","55.6",""
"Normal","Slovakia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","46.1",""
"Normal","Slovakia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","40.6",""
"Normal","Slovakia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","33.1",""
"Normal","Slovakia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.5",""
"Normal","Slovakia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","45.1",""
"Normal","Slovakia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","65.2",""
"Normal","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","51.4",""
"Normal","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","36.2",""
"Normal","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","29.8",""
"Normal","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","44.0",""
"Normal","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","37.4",""
"Normal","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","58.8",""
"Normal","Finland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","37.8",""
"Normal","Finland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","42.6",""
"Normal","Finland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","38.6",""
"Normal","Finland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","48.1",""
"Normal","Finland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","37.6",""
"Normal","Finland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","55.6",""
"Normal","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","38.6",""
"Normal","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","38.0",""
"Normal","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","35.7",""
"Normal","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","42.7",""
"Normal","Finland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","39.4",""
"Normal","Finland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","47.4",""
"Normal","Sweden","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.3",""
"Normal","Sweden","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","48.5",""
"Normal","Sweden","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","40.8",""
"Normal","Sweden","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.6",""
"Normal","Sweden","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","52.6",""
"Normal","Sweden","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","62.0",""
"Normal","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.3",""
"Normal","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","47.7",""
"Normal","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","38.1",""
"Normal","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.8",""
"Normal","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","48.4",""
"Normal","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","59.5",""
"Normal","Iceland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","44.4",""
"Normal","Iceland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","48.3",""
"Normal","Iceland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","31.7",""
"Normal","Iceland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.1",""
"Normal","Iceland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","32.2",""
"Normal","Iceland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","55.4",""
"Normal","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","31.1",""
"Normal","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","43.1",""
"Normal","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","27.9",""
