"N_PORTION","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","56.3",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","63.5",""
"From 1 to 4 portions","Estonia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","45.7",""
"From 1 to 4 portions","Estonia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","47.1",""
"From 1 to 4 portions","Estonia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","43.4",""
"From 1 to 4 portions","Estonia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.8",""
"From 1 to 4 portions","Estonia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","47.9",""
"From 1 to 4 portions","Estonia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","53.7",""
"From 1 to 4 portions","Estonia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","37.7",""
"From 1 to 4 portions","Estonia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","47.6",""
"From 1 to 4 portions","Estonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","42.2",""
"From 1 to 4 portions","Estonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","51.4",""
"From 1 to 4 portions","Estonia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","47.1",""
"From 1 to 4 portions","Estonia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","52.7",""
"From 1 to 4 portions","Ireland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","38.5",""
"From 1 to 4 portions","Ireland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","38.6",""
"From 1 to 4 portions","Ireland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","40.4",""
"From 1 to 4 portions","Ireland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","35.8",""
"From 1 to 4 portions","Ireland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","40.0",""
"From 1 to 4 portions","Ireland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","34.7",""
"From 1 to 4 portions","Ireland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","51.6",""
"From 1 to 4 portions","Ireland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","49.4",""
"From 1 to 4 portions","Ireland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","48.3",""
"From 1 to 4 portions","Ireland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","45.2",""
"From 1 to 4 portions","Ireland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","49.7",""
"From 1 to 4 portions","Ireland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","45.6",""
"From 1 to 4 portions","Greece","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","63.3",""
"From 1 to 4 portions","Greece","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","71.1",""
"From 1 to 4 portions","Greece","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","52.4",""
"From 1 to 4 portions","Greece","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","61.7",""
"From 1 to 4 portions","Greece","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","56.3",""
"From 1 to 4 portions","Greece","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","62.8",""
"From 1 to 4 portions","Greece","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","48.9",""
"From 1 to 4 portions","Greece","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","56.8",""
"From 1 to 4 portions","Greece","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","45.6",""
"From 1 to 4 portions","Greece","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","57.4",""
"From 1 to 4 portions","Greece","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","57.0",""
"From 1 to 4 portions","Greece","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","63.6",""
"From 1 to 4 portions","Spain","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","59.2",""
"From 1 to 4 portions","Spain","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","65.3",""
"From 1 to 4 portions","Spain","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","58.6",""
"From 1 to 4 portions","Spain","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","63.5",""
"From 1 to 4 portions","Spain","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","62.6",""
"From 1 to 4 portions","Spain","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","65.8",""
"From 1 to 4 portions","Spain","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","61.3",""
"From 1 to 4 portions","Spain","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","67.5",""
"From 1 to 4 portions","Spain","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","63.9",""
"From 1 to 4 portions","Spain","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","68.1",""
"From 1 to 4 portions","Spain","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","64.7",""
"From 1 to 4 portions","Spain","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","69.8",""
"From 1 to 4 portions","France","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","48.2",""
"From 1 to 4 portions","France","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","56.5",""
"From 1 to 4 portions","France","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","45.2",""
"From 1 to 4 portions","France","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.0",""
"From 1 to 4 portions","France","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","49.3",""
"From 1 to 4 portions","France","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","55.8",""
"From 1 to 4 portions","France","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","53.8",""
"From 1 to 4 portions","France","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","59.6",""
"From 1 to 4 portions","France","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","53.2",""
"From 1 to 4 portions","France","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.7",""
"From 1 to 4 portions","France","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","53.6",""
"From 1 to 4 portions","France","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","55.1",""
"From 1 to 4 portions","Croatia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","55.2",""
"From 1 to 4 portions","Croatia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","63.4",""
"From 1 to 4 portions","Croatia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","62.7",""
"From 1 to 4 portions","Croatia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","67.8",""
"From 1 to 4 portions","Croatia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","69.4",""
"From 1 to 4 portions","Croatia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","75.0",""
"From 1 to 4 portions","Croatia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","53.9",""
"From 1 to 4 portions","Croatia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","63.4",""
"From 1 to 4 portions","Croatia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","58.2",""
"From 1 to 4 portions","Croatia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","62.5",""
"From 1 to 4 portions","Croatia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","62.7",""
"From 1 to 4 portions","Croatia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","68.3",""
"From 1 to 4 portions","Italy","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","64.0",""
"From 1 to 4 portions","Italy","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","67.1",""
"From 1 to 4 portions","Italy","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","63.6",""
"From 1 to 4 portions","Italy","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","64.1",""
"From 1 to 4 portions","Italy","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","67.5",""
"From 1 to 4 portions","Italy","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","66.4",""
"From 1 to 4 portions","Italy","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","64.8",""
"From 1 to 4 portions","Italy","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","67.0",""
"From 1 to 4 portions","Italy","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","63.6",""
"From 1 to 4 portions","Italy","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","65.7",""
"From 1 to 4 portions","Italy","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","66.4",""
"From 1 to 4 portions","Italy","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","67.8",""
"From 1 to 4 portions","Cyprus","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","53.6",""
"From 1 to 4 portions","Cyprus","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","56.4",""
"From 1 to 4 portions","Cyprus","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","45.4",""
"From 1 to 4 portions","Cyprus","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","50.8",""
"From 1 to 4 portions","Cyprus","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","46.9",""
"From 1 to 4 portions","Cyprus","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","55.5",""
"From 1 to 4 portions","Cyprus","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","56.9",""
"From 1 to 4 portions","Cyprus","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","60.4",""
"From 1 to 4 portions","Cyprus","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","53.8",""
"From 1 to 4 portions","Cyprus","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","60.0",""
"From 1 to 4 portions","Cyprus","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","57.0",""
"From 1 to 4 portions","Cyprus","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","64.8",""
"From 1 to 4 portions","Latvia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","29.6",""
"From 1 to 4 portions","Latvia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","36.6",""
"From 1 to 4 portions","Latvia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","37.6",""
"From 1 to 4 portions","Latvia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","43.5",""
"From 1 to 4 portions","Latvia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","39.3",""
"From 1 to 4 portions","Latvia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","45.9",""
"From 1 to 4 portions","Latvia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","24.7",""
"From 1 to 4 portions","Latvia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","32.4",""
"From 1 to 4 portions","Latvia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","34.3",""
"From 1 to 4 portions","Latvia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","43.7",""
"From 1 to 4 portions","Latvia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","41.0",""
"From 1 to 4 portions","Latvia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","46.3",""
"From 1 to 4 portions","Lithuania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","36.7",""
"From 1 to 4 portions","Lithuania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","39.7",""
"From 1 to 4 portions","Lithuania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","41.4",""
"From 1 to 4 portions","Lithuania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.0",""
"From 1 to 4 portions","Lithuania","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","47.4",""
"From 1 to 4 portions","Lithuania","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","49.8",""
"From 1 to 4 portions","Lithuania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","36.1",""
"From 1 to 4 portions","Lithuania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","40.8",""
"From 1 to 4 portions","Lithuania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","37.4",""
"From 1 to 4 portions","Lithuania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","44.1",""
"From 1 to 4 portions","Lithuania","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","45.5",""
"From 1 to 4 portions","Lithuania","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","49.3",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","45.9",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","56.4",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","43.3",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","51.0",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","44.6",""
"From 1 to 4 portions","Luxembourg","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","52.2",""
"From 1 to 4 portions","Luxembourg","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","29.0",""
"From 1 to 4 portions","Luxembourg","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","42.0",""
"From 1 to 4 portions","Luxembourg","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","30.2",""
"From 1 to 4 portions","Luxembourg","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","39.6",""
"From 1 to 4 portions","Luxembourg","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","36.7",""
"From 1 to 4 portions","Luxembourg","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","46.1",""
"From 1 to 4 portions","Hungary","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","49.5",""
"From 1 to 4 portions","Hungary","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","55.1",""
"From 1 to 4 portions","Hungary","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","52.8",""
"From 1 to 4 portions","Hungary","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","59.6",""
"From 1 to 4 portions","Hungary","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","60.1",""
"From 1 to 4 portions","Hungary","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","64.3",""
"From 1 to 4 portions","Hungary","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","49.9",""
"From 1 to 4 portions","Hungary","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","59.6",""
"From 1 to 4 portions","Hungary","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","51.7",""
"From 1 to 4 portions","Hungary","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","60.2",""
"From 1 to 4 portions","Hungary","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","48.2",""
"From 1 to 4 portions","Hungary","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","60.1",""
"From 1 to 4 portions","Malta","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","44.8",""
"From 1 to 4 portions","Malta","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","49.5",""
"From 1 to 4 portions","Malta","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","47.8",""
"From 1 to 4 portions","Malta","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","44.8",""
"From 1 to 4 portions","Malta","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","51.3",""
"From 1 to 4 portions","Malta","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","48.0",""
"From 1 to 4 portions","Malta","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","47.7",""
"From 1 to 4 portions","Malta","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","56.6",""
"From 1 to 4 portions","Malta","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","47.8",""
"From 1 to 4 portions","Malta","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.2",""
"From 1 to 4 portions","Malta","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","51.2",""
"From 1 to 4 portions","Malta","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","56.0",""
"From 1 to 4 portions","Netherlands","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","29.0",""
"From 1 to 4 portions","Netherlands","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","35.1",""
"From 1 to 4 portions","Netherlands","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","26.4",""
"From 1 to 4 portions","Netherlands","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","30.1",""
"From 1 to 4 portions","Netherlands","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","23.1",""
"From 1 to 4 portions","Netherlands","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","29.8",""
"From 1 to 4 portions","Netherlands","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","27.7",""
"From 1 to 4 portions","Netherlands","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","35.0",""
"From 1 to 4 portions","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","24.0",""
"From 1 to 4 portions","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","32.6",""
"From 1 to 4 portions","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","25.8",""
"From 1 to 4 portions","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","28.1",""
"From 1 to 4 portions","Austria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","50.0",""
"From 1 to 4 portions","Austria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","68.6",""
"From 1 to 4 portions","Austria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","54.7",""
"From 1 to 4 portions","Austria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","66.3",""
"From 1 to 4 portions","Austria","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","58.4",""
"From 1 to 4 portions","Austria","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","66.3",""
"From 1 to 4 portions","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","49.5",""
"From 1 to 4 portions","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","66.8",""
"From 1 to 4 portions","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","49.8",""
"From 1 to 4 portions","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","64.9",""
"From 1 to 4 portions","Austria","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","53.9",""
"From 1 to 4 portions","Austria","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","67.0",""
"From 1 to 4 portions","Poland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","48.6",""
"From 1 to 4 portions","Poland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","54.7",""
"From 1 to 4 portions","Poland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","53.1",""
"From 1 to 4 portions","Poland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","60.1",""
"From 1 to 4 portions","Poland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","59.4",""
"From 1 to 4 portions","Poland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","61.9",""
"From 1 to 4 portions","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","44.5",""
"From 1 to 4 portions","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","51.6",""
"From 1 to 4 portions","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","48.4",""
"From 1 to 4 portions","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","57.5",""
"From 1 to 4 portions","Poland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","58.7",""
"From 1 to 4 portions","Poland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","60.1",""
"From 1 to 4 portions","Portugal","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","60.7",""
"From 1 to 4 portions","Portugal","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","64.0",""
"From 1 to 4 portions","Portugal","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","58.3",""
"From 1 to 4 portions","Portugal","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","60.5",""
"From 1 to 4 portions","Portugal","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","63.3",""
"From 1 to 4 portions","Portugal","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","54.4",""
"From 1 to 4 portions","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","57.5",""
"From 1 to 4 portions","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","61.0",""
"From 1 to 4 portions","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","54.3",""
"From 1 to 4 portions","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","59.3",""
"From 1 to 4 portions","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","55.4",""
"From 1 to 4 portions","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","56.9",""
"From 1 to 4 portions","Romania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","23.2",""
"From 1 to 4 portions","Romania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","25.7",""
"From 1 to 4 portions","Romania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","28.7",""
"From 1 to 4 portions","Romania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","34.8",""
"From 1 to 4 portions","Romania","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","46.3",""
"From 1 to 4 portions","Romania","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","50.3",""
"From 1 to 4 portions","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","15.4",""
"From 1 to 4 portions","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","19.3",""
"From 1 to 4 portions","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","21.1",""
"From 1 to 4 portions","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","28.3",""
"From 1 to 4 portions","Romania","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","29.7",""
"From 1 to 4 portions","Romania","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","40.7",""
"From 1 to 4 portions","Slovenia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","61.9",""
"From 1 to 4 portions","Slovenia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","75.0",""
"From 1 to 4 portions","Slovenia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","59.9",""
"From 1 to 4 portions","Slovenia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","69.5",""
"From 1 to 4 portions","Slovenia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","60.2",""
"From 1 to 4 portions","Slovenia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","65.6",""
"From 1 to 4 portions","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","56.0",""
"From 1 to 4 portions","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","70.0",""
"From 1 to 4 portions","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","60.7",""
"From 1 to 4 portions","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","72.7",""
"From 1 to 4 portions","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","57.5",""
"From 1 to 4 portions","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","65.8",""
"From 1 to 4 portions","Slovakia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","37.3",""
"From 1 to 4 portions","Slovakia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","41.8",""
